toxicity,cap_shape,cap_surface,cap_color,bruises,gill_attach,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above,stalk_surface_below,stalk_color_above,stalk_color_below,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poison,convex,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
edible,sunken,fibrous,gray,no,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,scaly,brown,no,attached,close,broad,yellow,enlarging,club,smooth,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods
edible,flat,smooth,brown,yes,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,several,paths
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poison,flat,scaly,yellow,no,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,yellow,one,evanescent,white,clustered,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
poison,flat,scaly,red,no,attached,close,broad,yellow,enlarging,club,smooth,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods
edible,convex,fibrous,gray,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poison,flat,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,clustered,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poison,flat,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths
poison,flat,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
poison,convex,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
edible,convex,smooth,white,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,gray,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,convex,fibrous,white,no,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,paths
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods
edible,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,orange,clustered,leaves
poison,flat,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
edible,convex,smooth,gray,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,orange,clustered,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
edible,sunken,smooth,brown,no,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,clustered,leaves
edible,flat,smooth,brown,no,attached,close,broad,orange,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves
edible,sunken,smooth,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
edible,convex,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,brown,clustered,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
edible,sunken,fibrous,gray,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,sunken,smooth,gray,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
poison,convex,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,clustered,leaves
edible,convex,smooth,white,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,white,two,pendant,white,solitary,paths
edible,sunken,smooth,gray,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
poison,flat,scaly,cinnamon,no,free,close,broad,yellow,enlarging,club,smooth,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods
edible,convex,smooth,brown,no,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,yellow,clustered,leaves
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,sunken,fibrous,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,sunken,fibrous,gray,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,sunken,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,several,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poison,flat,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
edible,sunken,smooth,brown,no,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,brown,several,leaves
edible,flat,smooth,pink,yes,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,several,paths
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths
edible,sunken,smooth,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,paths
edible,sunken,smooth,white,no,free,crowded,broad,pink,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
edible,flat,smooth,brown,no,attached,close,broad,yellow,enlarging,missing,smooth,smooth,orange,orange,orange,one,pendant,buff,clustered,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,yellow,several,leaves
edible,convex,fibrous,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,gray,no,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,attached,close,broad,brown,enlarging,missing,smooth,smooth,orange,orange,brown,one,pendant,buff,several,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths
edible,convex,smooth,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
edible,convex,fibrous,gray,no,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poison,flat,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,woods
edible,sunken,smooth,brown,no,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,white,two,pendant,white,solitary,paths
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths
edible,sunken,smooth,gray,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
poison,sunken,smooth,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,white,one,evanescent,white,several,paths
edible,sunken,fibrous,gray,no,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,leaves
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
poison,sunken,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
poison,sunken,smooth,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
edible,sunken,fibrous,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
edible,sunken,fibrous,white,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,gray,no,free,crowded,broad,gray,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
edible,sunken,smooth,gray,no,free,crowded,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
poison,sunken,scaly,red,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
